"doc_index","content_type","style_name","text","level","num_id"
47,"paragraph",NA,"In 1840, the Methodist mission at Mangungu",NA,NA
48,"paragraph",NA,"",NA,NA
49,"paragraph",NA,"",NA,NA
50,"paragraph",NA,"01:29-01:30",NA,NA
51,"paragraph",NA,"in the Hokianga Harbour",NA,NA
52,"paragraph",NA,"",NA,NA
53,"paragraph",NA,"",NA,NA
54,"paragraph",NA,"01:31-01:34",NA,NA
55,"paragraph",NA,"hosted one of the largest signings of Te Tiriti.",NA,NA
56,"paragraph",NA,"",NA,NA
57,"paragraph",NA,"",NA,NA
58,"paragraph",NA,"01:35-01:36",NA,NA
59,"paragraph",NA,"And so the Methodist Church, therefore,",NA,NA
60,"paragraph",NA,"",NA,NA
61,"paragraph",NA,"",NA,NA
62,"paragraph",NA,"01:36-01:38",NA,NA
63,"paragraph",NA,"has a particular responsibility",NA,NA
64,"paragraph",NA,"",NA,NA
65,"paragraph",NA,"",NA,NA
66,"paragraph",NA,"01:39-01:42",NA,NA
67,"paragraph",NA,"to honour the faith that those signatories",NA,NA
68,"paragraph",NA,"",NA,NA
69,"paragraph",NA,"",NA,NA
70,"paragraph",NA,"01:42-01:44",NA,NA
71,"paragraph",NA,"placed in its missionary forebears",NA,NA
72,"paragraph",NA,"",NA,NA
73,"paragraph",NA,"",NA,NA
74,"paragraph",NA,"01:45-01:48",NA,NA
75,"paragraph",NA,"and today continues to honour Te Tiriti o Waitangi",NA,NA
76,"paragraph",NA,"",NA,NA
77,"paragraph",NA,"",NA,NA
78,"paragraph",NA,"01:48-01:50",NA,NA
79,"paragraph",NA,"as the founding document of our nation.",NA,NA
80,"paragraph",NA,"",NA,NA
81,"paragraph",NA,"",NA,NA
82,"paragraph",NA,"01:52-01:54",NA,NA
83,"paragraph",NA,"Over 40 years ago, the Church committed itself",NA,NA
84,"paragraph",NA,"",NA,NA
85,"paragraph",NA,"",NA,NA
86,"paragraph",NA,"01:55-01:57",NA,NA
87,"paragraph",NA,"to working biculturally, and since that time,",NA,NA
88,"paragraph",NA,"",NA,NA
89,"paragraph",NA,"",NA,NA
90,"paragraph",NA,"01:58-02:01",NA,NA
91,"paragraph",NA,"all major decisions within the Church are made",NA,NA
92,"paragraph",NA,"",NA,NA
93,"paragraph",NA,"",NA,NA
94,"paragraph",NA,"02:01-02:05",NA,NA
95,"paragraph",NA,"when there is agreement between Te Taha Māori and Tauiwi.",NA,NA
96,"paragraph",NA,"",NA,NA
97,"paragraph",NA,"",NA,NA
98,"paragraph",NA,"02:06-02:10",NA,NA
99,"paragraph",NA,"So Te Turiti o Waitangi is an agreement between Māori and the Crown,",NA,NA
100,"paragraph",NA,"",NA,NA
101,"paragraph",NA,"",NA,NA
102,"paragraph",NA,"02:11-02:15",NA,NA
103,"paragraph",NA,"and to propose this bill without any meaningful engagement",NA,NA
104,"paragraph",NA,"",NA,NA
105,"paragraph",NA,"",NA,NA
106,"paragraph",NA,"02:16-02:17",NA,NA
107,"paragraph",NA,"with Māori is unacceptable.",NA,NA
108,"paragraph",NA,"",NA,NA
109,"paragraph",NA,"",NA,NA
110,"paragraph",NA,"02:17-02:27",NA,NA
111,"paragraph",NA,"For our time with you today, we would like to speak to or from our experience as a social",NA,NA
112,"paragraph",NA,"",NA,NA
113,"paragraph",NA,"",NA,NA
114,"paragraph",NA,"02:27-02:32",NA,NA
115,"paragraph",NA,"service agency because we think this has something to offer the discussion and so we draw your",NA,NA
116,"paragraph",NA,"",NA,NA
117,"paragraph",NA,"",NA,NA
118,"paragraph",NA,"02:32-02:38",NA,NA
119,"paragraph",NA,"attention to our points five and six in our written submission. These address the impact",NA,NA
120,"paragraph",NA,"",NA,NA
121,"paragraph",NA,"",NA,NA
122,"paragraph",NA,"02:39-02:45",NA,NA
123,"paragraph",NA,"of breaches of Te Tiriti. In our work we see daily the impact of breaches of Te Tiriti.",NA,NA
124,"paragraph",NA,"",NA,NA
125,"paragraph",NA,"",NA,NA
126,"paragraph",NA,"02:45-02:59",NA,NA
127,"paragraph",NA,"For example, among those that our Housing First Team works with, and these are people who have been long-term homeless, half are Māori, where only 13% of the Christchurch Ōtātahi population is Māori.",NA,NA
128,"paragraph",NA,"",NA,NA
129,"paragraph",NA,"",NA,NA
130,"paragraph",NA,"03:00-03:06",NA,NA
131,"paragraph",NA,"Among our social service clients and in our preschool, again, there is significant over-representation of Māori.",NA,NA
132,"paragraph",NA,"",NA,NA
133,"paragraph",NA,"",NA,NA
134,"paragraph",NA,"03:06-03:13",NA,NA
135,"paragraph",NA,"In fact, our only service where Māori are underrepresented is in our aged care facility.",NA,NA
136,"paragraph",NA,"",NA,NA
137,"paragraph",NA,"",NA,NA
138,"paragraph",NA,"03:15-03:20",NA,NA
139,"paragraph",NA,"And a significant reason for that is that Māori have a lower life expectancy than Pākehā.",NA,NA
140,"paragraph",NA,"",NA,NA
141,"paragraph",NA,"",NA,NA
142,"paragraph",NA,"03:21-03:30",NA,NA
143,"paragraph",NA,"Similar systemic inequities can be found across the country over representation of Māori in poverty, housing insecurity and poor health outcomes.",NA,NA
144,"paragraph",NA,"",NA,NA
145,"paragraph",NA,"",NA,NA
146,"paragraph",NA,"03:31-03:40",NA,NA
147,"paragraph",NA,"We know that these inequities are closely associated with breaches of titiriti, with land alienation and cultural assimilation.",NA,NA
148,"paragraph",NA,"",NA,NA
149,"paragraph",NA,"",NA,NA
150,"paragraph",NA,"03:40-03:50",NA,NA
151,"paragraph",NA,"For example, here in Canterbury, the Crown's failure to honour Kemp's purchase deprived five generations of Ngai Tahu of their livelihood by taking their economic base from them.",NA,NA
152,"paragraph",NA,"",NA,NA
153,"paragraph",NA,"",NA,NA
154,"paragraph",NA,"03:51-03:56",NA,NA
155,"paragraph",NA,"The history is very clear on this. The impact is ongoing and we see it daily.",NA,NA
156,"paragraph",NA,"",NA,NA
157,"paragraph",NA,"",NA,NA
158,"paragraph",NA,"03:57-04:06",NA,NA
159,"paragraph",NA,"We have the tools to address this impact through the already existing principles that the Waitangi Tribunal and the courts have developed,",NA,NA
160,"paragraph",NA,"",NA,NA
161,"paragraph",NA,"",NA,NA
162,"paragraph",NA,"04:07-04:15",NA,NA
163,"paragraph",NA,"in particular principles of tētina rangatiratanga, equity, partnership, redress, good faith, active protection and so on.",NA,NA
164,"paragraph",NA,"",NA,NA
165,"paragraph",NA,"",NA,NA
166,"paragraph",NA,"04:17-04:25",NA,NA
167,"paragraph",NA,"We're gravely concerned that the Bill replaces these principles, in fact actively excludes them from consideration",NA,NA
168,"paragraph",NA,"",NA,NA
169,"paragraph",NA,"",NA,NA
170,"paragraph",NA,"04:25-04:28",NA,NA
171,"paragraph",NA,"where such treaty principles would be relevant.",NA,NA
172,"paragraph",NA,"",NA,NA
173,"paragraph",NA,"",NA,NA
174,"paragraph",NA,"04:29-04:32",NA,NA
175,"paragraph",NA,"And yet these are the mechanisms by which breaches of titidity",NA,NA
176,"paragraph",NA,"",NA,NA
177,"paragraph",NA,"",NA,NA
178,"paragraph",NA,"04:33-04:36",NA,NA
179,"paragraph",NA,"and the impact of these breaches can be addressed.",NA,NA
180,"paragraph",NA,"",NA,NA
181,"paragraph",NA,"",NA,NA
182,"paragraph",NA,"04:38-04:40",NA,NA
183,"paragraph",NA,"In contrast with the established principles,",NA,NA
184,"paragraph",NA,"",NA,NA
185,"paragraph",NA,"",NA,NA
186,"paragraph",NA,"04:41-04:45",NA,NA
187,"paragraph",NA,"the principles proposed in this bill cannot address the inequities",NA,NA
188,"paragraph",NA,"",NA,NA
189,"paragraph",NA,"",NA,NA
190,"paragraph",NA,"04:46-04:49",NA,NA
191,"paragraph",NA,"that we see on a day-to-day basis in our work.",NA,NA
192,"paragraph",NA,"",NA,NA
193,"paragraph",NA,"",NA,NA
194,"paragraph",NA,"04:50-04:53",NA,NA
195,"paragraph",NA,"And so we'll stop there and we look forward to your questions.",NA,NA
196,"paragraph",NA,"",NA,NA
197,"paragraph",NA,"",NA,NA
198,"paragraph",NA,"04:54-04:54",NA,NA
199,"paragraph",NA,"Thank you both.",NA,NA
200,"paragraph",NA,"",NA,NA
201,"paragraph",NA,"",NA,NA
202,"paragraph",NA,"04:55-04:55",NA,NA
203,"paragraph",NA,"Thank you for your submission.",NA,NA
204,"paragraph",NA,"",NA,NA
205,"paragraph",NA,"",NA,NA
206,"paragraph",NA,"04:56-04:58",NA,NA
207,"paragraph",NA,"Members, I'll open it up to questions,",NA,NA
208,"paragraph",NA,"",NA,NA
209,"paragraph",NA,"",NA,NA
210,"paragraph",NA,"04:58-04:59",NA,NA
211,"paragraph",NA,"and the first one is from Stephen Abel.",NA,NA
212,"paragraph",NA,"",NA,NA
213,"paragraph",NA,"",NA,NA
214,"paragraph",NA,"05:00-05:00",NA,NA
215,"paragraph",NA,"Kia ora.",NA,NA
216,"paragraph",NA,"",NA,NA
217,"paragraph",NA,"",NA,NA
218,"paragraph",NA,"05:01-05:04",NA,NA
219,"paragraph",NA,"Yeah, thank you very much for your very powerful submission.",NA,NA
220,"paragraph",NA,"",NA,NA
221,"paragraph",NA,"",NA,NA
222,"paragraph",NA,"05:05-05:09",NA,NA
223,"paragraph",NA,"Going back to that original conversation that happened",NA,NA
224,"paragraph",NA,"",NA,NA
225,"paragraph",NA,"",NA,NA
226,"paragraph",NA,"05:09-05:12",NA,NA
227,"paragraph",NA,"between Māori and the missionaries,",NA,NA
228,"paragraph",NA,"",NA,NA
229,"paragraph",NA,"",NA,NA
230,"paragraph",NA,"05:14-05:18",NA,NA
231,"paragraph",NA,"is it your view that it was beyond comprehensible",NA,NA
232,"paragraph",NA,"",NA,NA
233,"paragraph",NA,"",NA,NA
234,"paragraph",NA,"05:19-05:22",NA,NA
235,"paragraph",NA,"that Māori would be intentionally ceding sovereignty?",NA,NA
236,"paragraph",NA,"",NA,NA
237,"paragraph",NA,"",NA,NA
238,"paragraph",NA,"05:24-05:36",NA,NA
239,"paragraph",NA,"I'm certainly not a church historian, but certainly I don't think that there was any understanding that Māori was setting sovereignty at that time.",NA,NA
240,"paragraph",NA,"",NA,NA
241,"paragraph",NA,"",NA,NA
242,"paragraph",NA,"05:37-05:41",NA,NA
243,"paragraph",NA,"My follow-up is in terms of what you talked about,",NA,NA
244,"paragraph",NA,"",NA,NA
245,"paragraph",NA,"",NA,NA
246,"paragraph",NA,"05:41-05:46",NA,NA
247,"paragraph",NA,"the impact of land alienation and cultural assimilation",NA,NA
248,"paragraph",NA,"",NA,NA
249,"paragraph",NA,"",NA,NA
250,"paragraph",NA,"05:47-05:50",NA,NA
251,"paragraph",NA,"on outcomes for Māori, do you think in a sense this bill",NA,NA
252,"paragraph",NA,"",NA,NA
253,"paragraph",NA,"",NA,NA
254,"paragraph",NA,"05:51-05:58",NA,NA
255,"paragraph",NA,"is in that tradition of assimilationist acts of Parliament",NA,NA
256,"paragraph",NA,"",NA,NA
257,"paragraph",NA,"",NA,NA
258,"paragraph",NA,"05:59-06:02",NA,NA
259,"paragraph",NA,"insofar as it has the effect of nullifying the Māori right",NA,NA
260,"paragraph",NA,"",NA,NA
261,"paragraph",NA,"",NA,NA
262,"paragraph",NA,"06:03-06:04",NA,NA
263,"paragraph",NA,"to self-determination?",NA,NA
264,"paragraph",NA,"",NA,NA
265,"paragraph",NA,"",NA,NA
266,"paragraph",NA,"06:05-06:07",NA,NA
267,"paragraph",NA,"Yes, I think that puts it very well.",NA,NA
268,"paragraph",NA,"",NA,NA
269,"paragraph",NA,"",NA,NA
270,"paragraph",NA,"06:08-06:14",NA,NA
271,"paragraph",NA,"I think at the heart of this discussion is, if you like,",NA,NA
272,"paragraph",NA,"",NA,NA
273,"paragraph",NA,"",NA,NA
274,"paragraph",NA,"06:14-06:16",NA,NA
275,"paragraph",NA,"a discussion about cultural identity.",NA,NA
276,"paragraph",NA,"",NA,NA
277,"paragraph",NA,"",NA,NA
278,"paragraph",NA,"06:17-06:21",NA,NA
279,"paragraph",NA,"And cultural identity is not a simple thing,",NA,NA
280,"paragraph",NA,"",NA,NA
281,"paragraph",NA,"",NA,NA
282,"paragraph",NA,"06:21-06:30",NA,NA
283,"paragraph",NA,"but this bill glazes over any sense that we have different cultures",NA,NA
284,"paragraph",NA,"",NA,NA
285,"paragraph",NA,"",NA,NA
286,"paragraph",NA,"06:30-06:33",NA,NA
287,"paragraph",NA,"and in particular that there is an Indigenous culture in this country.",NA,NA
288,"paragraph",NA,"",NA,NA
289,"paragraph",NA,"",NA,NA
290,"paragraph",NA,"06:34-06:40",NA,NA
291,"paragraph",NA,"And so in our work, we work really hard to be culturally responsive to people who come to us.",NA,NA
292,"paragraph",NA,"",NA,NA
293,"paragraph",NA,"",NA,NA
294,"paragraph",NA,"06:40-06:56",NA,NA
295,"paragraph",NA,"And we know that by being culturally responsive, by recognising in particular, for example, tikanga, that our clients respond very well to that and that their own well-being is deeply tied up with that tikanga and their cultural identity.",NA,NA
296,"paragraph",NA,"",NA,NA
297,"paragraph",NA,"",NA,NA
298,"paragraph",NA,"06:57-07:01",NA,NA
299,"paragraph",NA,"So to try to say that everyone is the same in a way that I think this bill is doing,",NA,NA
300,"paragraph",NA,"",NA,NA
301,"paragraph",NA,"",NA,NA
302,"paragraph",NA,"07:02-07:04",NA,NA
303,"paragraph",NA,"is doing great harm to people who are not of the dominant culture,",NA,NA
304,"paragraph",NA,"",NA,NA
305,"paragraph",NA,"",NA,NA
306,"paragraph",NA,"07:04-07:06",NA,NA
307,"paragraph",NA,"which is essentially Pākehā.",NA,NA
308,"paragraph",NA,"",NA,NA
309,"paragraph",NA,"",NA,NA
310,"paragraph",NA,"07:07-07:07",NA,NA
311,"paragraph",NA,"Kia ora. Thank you.",NA,NA
312,"paragraph",NA,"",NA,NA
313,"paragraph",NA,"",NA,NA
314,"paragraph",NA,"07:07-07:09",NA,NA
315,"paragraph",NA,"We'll go to a question from Taka Tafiris,",NA,NA
316,"paragraph",NA,"",NA,NA
317,"paragraph",NA,"",NA,NA
318,"paragraph",NA,"07:09-07:11",NA,NA
319,"paragraph",NA,"and then Duncan, if you had one as well.",NA,NA
320,"paragraph",NA,"",NA,NA
321,"paragraph",NA,"",NA,NA
322,"paragraph",NA,"07:11-07:14",NA,NA
323,"paragraph",NA,"Tēnā kōrua. Mea kōrua mahi.",NA,NA
324,"paragraph",NA,"",NA,NA
325,"paragraph",NA,"",NA,NA
326,"paragraph",NA,"07:14-07:17",NA,NA
327,"paragraph",NA,"So thank you for your work that you do down there in Ngāi Tahu Land.",NA,NA
328,"paragraph",NA,"",NA,NA
329,"paragraph",NA,"",NA,NA
330,"paragraph",NA,"07:18-07:19",NA,NA
331,"paragraph",NA,"I'm a descendant of Ngāi Tahu.",NA,NA
332,"paragraph",NA,"",NA,NA
333,"paragraph",NA,"",NA,NA
334,"paragraph",NA,"07:20-07:22",NA,NA
335,"paragraph",NA,"And I appreciate you referencing Kemp's purchase",NA,NA
336,"paragraph",NA,"",NA,NA
337,"paragraph",NA,"",NA,NA
338,"paragraph",NA,"07:22-07:24",NA,NA
339,"paragraph",NA,"and the ongoing economic impact",NA,NA
340,"paragraph",NA,"",NA,NA
341,"paragraph",NA,"",NA,NA
342,"paragraph",NA,"07:24-07:27",NA,NA
343,"paragraph",NA,"that eventually led to all of the social and health",NA,NA
344,"paragraph",NA,"",NA,NA
345,"paragraph",NA,"",NA,NA
346,"paragraph",NA,"07:27-07:30",NA,NA
347,"paragraph",NA,"and every other depravity that Maori endure.",NA,NA
348,"paragraph",NA,"",NA,NA
349,"paragraph",NA,"",NA,NA
350,"paragraph",NA,"07:31-07:32",NA,NA
351,"paragraph",NA,"So my question too is,",NA,NA
352,"paragraph",NA,"",NA,NA
353,"paragraph",NA,"",NA,NA
354,"paragraph",NA,"07:32-07:34",NA,NA
355,"paragraph",NA,"there's a lot of resource going down the drain right here.",NA,NA
356,"paragraph",NA,"",NA,NA
357,"paragraph",NA,"",NA,NA
358,"paragraph",NA,"07:35-07:37",NA,NA
359,"paragraph",NA,"So what are some ideas",NA,NA
360,"paragraph",NA,"",NA,NA
361,"paragraph",NA,"",NA,NA
362,"paragraph",NA,"07:38-07:39",NA,NA
363,"paragraph",NA,"that you might be able to give the government for?",NA,NA
364,"paragraph",NA,"",NA,NA
365,"paragraph",NA,"",NA,NA
366,"paragraph",NA,"07:39-07:41",NA,NA
367,"paragraph",NA,"Maybe there's a better place to direct that resource",NA,NA
368,"paragraph",NA,"",NA,NA
369,"paragraph",NA,"",NA,NA
370,"paragraph",NA,"07:42-07:43",NA,NA
371,"paragraph",NA,"to get some better outcomes,",NA,NA
372,"paragraph",NA,"",NA,NA
373,"paragraph",NA,"",NA,NA
374,"paragraph",NA,"07:43-07:45",NA,NA
375,"paragraph",NA,"given that Maori and the South Island",NA,NA
376,"paragraph",NA,"",NA,NA
377,"paragraph",NA,"",NA,NA
378,"paragraph",NA,"07:45-07:47",NA,NA
379,"paragraph",NA,"have had to suffer five generations",NA,NA
380,"paragraph",NA,"",NA,NA
381,"paragraph",NA,"",NA,NA
382,"paragraph",NA,"07:48-07:49",NA,NA
383,"paragraph",NA,"with no economic base.",NA,NA
384,"paragraph",NA,"",NA,NA
385,"paragraph",NA,"",NA,NA
386,"paragraph",NA,"07:50-07:51",NA,NA
387,"paragraph",NA,"What are some other ways",NA,NA
388,"paragraph",NA,"",NA,NA
389,"paragraph",NA,"",NA,NA
390,"paragraph",NA,"07:51-07:52",NA,NA
391,"paragraph",NA,"that the government might deploy its resources",NA,NA
392,"paragraph",NA,"",NA,NA
393,"paragraph",NA,"",NA,NA
394,"paragraph",NA,"07:52-07:56",NA,NA
395,"paragraph",NA,"to help raise the health of Māori across the board?",NA,NA
396,"paragraph",NA,"",NA,NA
397,"paragraph",NA,"",NA,NA
398,"paragraph",NA,"07:59-08:01",NA,NA
399,"paragraph",NA,"That's a very, very large question.",NA,NA
400,"paragraph",NA,"",NA,NA
401,"paragraph",NA,"",NA,NA
402,"paragraph",NA,"08:02-08:05",NA,NA
403,"paragraph",NA,"But certainly that conversation needs to be held in consultation",NA,NA
404,"paragraph",NA,"",NA,NA
405,"paragraph",NA,"",NA,NA
406,"paragraph",NA,"08:06-08:06",NA,NA
407,"paragraph",NA,"and together with Māori.",NA,NA
408,"paragraph",NA,"",NA,NA
409,"paragraph",NA,"",NA,NA
410,"paragraph",NA,"08:07-08:10",NA,NA
411,"paragraph",NA,"But certainly the things that we're seeing is the need for housing.",NA,NA
412,"paragraph",NA,"",NA,NA
413,"paragraph",NA,"",NA,NA
414,"paragraph",NA,"08:11-08:13",NA,NA
415,"paragraph",NA,"That's a major issue for us.",NA,NA
416,"paragraph",NA,"",NA,NA
417,"paragraph",NA,"",NA,NA
418,"paragraph",NA,"08:13-08:15",NA,NA
419,"paragraph",NA,"We know it's a major issue through the country.",NA,NA
420,"paragraph",NA,"",NA,NA
421,"paragraph",NA,"",NA,NA
422,"paragraph",NA,"08:15-08:19",NA,NA
423,"paragraph",NA,"We talked about we've got 90 people on our waiting list at the moment",NA,NA
424,"paragraph",NA,"",NA,NA
425,"paragraph",NA,"",NA,NA
426,"paragraph",NA,"08:19-08:20",NA,NA
427,"paragraph",NA,"for housing first.",NA,NA
428,"paragraph",NA,"",NA,NA
429,"paragraph",NA,"",NA,NA
430,"paragraph",NA,"08:20-08:22",NA,NA
431,"paragraph",NA,"So people have been homeless for over a year.",NA,NA
432,"paragraph",NA,"",NA,NA
433,"paragraph",NA,"",NA,NA
434,"paragraph",NA,"08:22-08:29",NA,NA
435,"paragraph",NA,"they need housing we really need to be building more housing that's actually suitable for people",NA,NA
436,"paragraph",NA,"",NA,NA
437,"paragraph",NA,"",NA,NA
438,"paragraph",NA,"08:29-08:36",NA,NA
439,"paragraph",NA,"so that's only one one area right across the board in terms of mental health good strong early",NA,NA
440,"paragraph",NA,"",NA,NA
441,"paragraph",NA,"",NA,NA
442,"paragraph",NA,"08:36-08:40",NA,NA
443,"paragraph",NA,"childhood education there are there are certainly places that we could be putting our resources",NA,NA
444,"paragraph",NA,"",NA,NA
445,"paragraph",NA,"",NA,NA
446,"paragraph",NA,"08:40-08:46",NA,NA
447,"paragraph",NA,"rather than an expensive select committee process I think also just to acknowledge that people are",NA,NA
448,"paragraph",NA,"",NA,NA
449,"paragraph",NA,"",NA,NA
450,"paragraph",NA,"08:47-08:51",NA,NA
451,"paragraph",NA,"experts in their own well-being and their cultural identity is an absolutely fundamental part",NA,NA
452,"paragraph",NA,"",NA,NA
453,"paragraph",NA,"",NA,NA
454,"paragraph",NA,"08:51-08:52",NA,NA
455,"paragraph",NA,"of their wellbeing.",NA,NA
456,"paragraph",NA,"",NA,NA
457,"paragraph",NA,"",NA,NA
458,"paragraph",NA,"08:53-08:55",NA,NA
459,"paragraph",NA,"And so to recognise that cultural identity",NA,NA
460,"paragraph",NA,"",NA,NA
461,"paragraph",NA,"",NA,NA
462,"paragraph",NA,"08:56-08:59",NA,NA
463,"paragraph",NA,"and to recognise that people become healthy",NA,NA
464,"paragraph",NA,"",NA,NA
465,"paragraph",NA,"",NA,NA
466,"paragraph",NA,"08:59-09:01",NA,NA
467,"paragraph",NA,"within an environment that recognises",NA,NA
468,"paragraph",NA,"",NA,NA
469,"paragraph",NA,"",NA,NA
470,"paragraph",NA,"09:01-09:04",NA,NA
471,"paragraph",NA,"and honours their mana, I think is very important.",NA,NA
472,"paragraph",NA,"",NA,NA
473,"paragraph",NA,"",NA,NA
474,"paragraph",NA,"09:04-09:04",NA,NA
475,"paragraph",NA,"Kia ora.",NA,NA
476,"paragraph",NA,"",NA,NA
477,"paragraph",NA,"",NA,NA
478,"paragraph",NA,"09:05-09:05",NA,NA
479,"paragraph",NA,"Tēnā kōruga.",NA,NA
480,"paragraph",NA,"",NA,NA
481,"paragraph",NA,"",NA,NA
482,"paragraph",NA,"09:06-09:07",NA,NA
483,"paragraph",NA,"Thank you, Doctor.",NA,NA
484,"paragraph",NA,"",NA,NA
485,"paragraph",NA,"",NA,NA
486,"paragraph",NA,"09:08-09:08",NA,NA
487,"paragraph",NA,"Any further questions?",NA,NA
488,"paragraph",NA,"",NA,NA
489,"paragraph",NA,"",NA,NA
490,"paragraph",NA,"09:09-09:12",NA,NA
491,"paragraph",NA,"Yeah, I will ask mine if I may, James.",NA,NA
492,"paragraph",NA,"",NA,NA
493,"paragraph",NA,"",NA,NA
494,"paragraph",NA,"09:13-09:14",NA,NA
495,"paragraph",NA,"It was touched on.",NA,NA
496,"paragraph",NA,"",NA,NA
497,"paragraph",NA,"",NA,NA
498,"paragraph",NA,"09:15-09:18",NA,NA
499,"paragraph",NA,"Look, there's a lot of narrative around this",NA,NA
500,"paragraph",NA,"",NA,NA
501,"paragraph",NA,"",NA,NA
502,"paragraph",NA,"09:18-09:22",NA,NA
503,"paragraph",NA,"about having different rights based on ethnicity",NA,NA
504,"paragraph",NA,"",NA,NA
505,"paragraph",NA,"",NA,NA
506,"paragraph",NA,"09:22-09:24",NA,NA
507,"paragraph",NA,"and better rights for Māori.",NA,NA
508,"paragraph",NA,"",NA,NA
509,"paragraph",NA,"",NA,NA
510,"paragraph",NA,"09:24-09:27",NA,NA
511,"paragraph",NA,"And some of the stuff you've said today",NA,NA
512,"paragraph",NA,"",NA,NA
513,"paragraph",NA,"",NA,NA
514,"paragraph",NA,"09:28-09:29",NA,NA
515,"paragraph",NA,"has actually touched on that.",NA,NA
516,"paragraph",NA,"",NA,NA
517,"paragraph",NA,"",NA,NA
518,"paragraph",NA,"09:29-09:30",NA,NA
519,"paragraph",NA,"But I want to give you an opportunity",NA,NA
520,"paragraph",NA,"",NA,NA
521,"paragraph",NA,"",NA,NA
522,"paragraph",NA,"09:31-09:33",NA,NA
523,"paragraph",NA,"to talk about the actual work you do",NA,NA
524,"paragraph",NA,"",NA,NA
525,"paragraph",NA,"",NA,NA
526,"paragraph",NA,"09:34-09:39",NA,NA
527,"paragraph",NA,"and how taking a treaty principles approach",NA,NA
528,"paragraph",NA,"",NA,NA
529,"paragraph",NA,"",NA,NA
530,"paragraph",NA,"09:40-09:42",NA,NA
531,"paragraph",NA,"gives better outcomes for all of the people",NA,NA
532,"paragraph",NA,"",NA,NA
533,"paragraph",NA,"",NA,NA
534,"paragraph",NA,"09:42-09:44",NA,NA
535,"paragraph",NA,"that you help here in Christchie Te Tahi.",NA,NA
536,"paragraph",NA,"",NA,NA
537,"paragraph",NA,"",NA,NA
538,"paragraph",NA,"09:46-09:49",NA,NA
539,"paragraph",NA,"Well, certainly if I look at our Housing First service,",NA,NA
540,"paragraph",NA,"",NA,NA
541,"paragraph",NA,"",NA,NA
542,"paragraph",NA,"09:49-09:52",NA,NA
543,"paragraph",NA,"we'd really work hard to operate on a bicultural model there",NA,NA
544,"paragraph",NA,"",NA,NA
545,"paragraph",NA,"",NA,NA
546,"paragraph",NA,"09:52-09:58",NA,NA
547,"paragraph",NA,"and actually recognise that 50% of the people we work with are Māori.",NA,NA
548,"paragraph",NA,"",NA,NA
549,"paragraph",NA,"",NA,NA
